"sig","gene","mut_rate","p.values","fdr"
"Hyper.MS2","ABCC11",0.013507809202195,0.000941970050079577,0.00490268246211198
"Hyper.MS2","ABCC12",0.00928661882650908,0.00658410950514758,0.019191860743922
"Hyper.MS2","ABCC5",0.0118193330519206,0.0626818189180488,0.0988924929347301
"Hyper.MS2","ABCC8",0.017728999577881,5.11629405153774e-07,2.8504431294089e-05
"Hyper.MS2","ABCC9",0.0126635711270578,5.20158953410319e-05,0.000742240181403098
"Hyper.MS2","ABCD2",0.00675390460109751,0.0022175239380997,0.00877296224674136
"Hyper.MS2","ABCE1",0.00590966652596032,0.0204391688090575,0.04282301973063
"Hyper.MS2","ABCF3",0.00633178556352891,4.78981358283853e-05,0.000704138612455975
"Hyper.MS2","ABCG4",0.00970873786407767,0.00933152001121371,0.0247156050896429
"Hyper.MS2","ABI3BP",0.0122414520894892,4.32713332662536e-06,0.000134861253747894
"Hyper.MS2","ABL1",0.011397214014352,0.000261770449511065,0.00206217459300884
"Hyper.MS2","ABL2",0.011397214014352,0.00144201720895342,0.00656160729915814
"Hyper.MS2","ABLIM3",0.00802026171380329,0.00754918057234272,0.0212138596171052
"Hyper.MS2","ABTB1",0.00548754748839173,0.0373659593796682,0.0672016113953701
"Hyper.MS2","ABTB2",0.00464330941325454,0.0458448993875885,0.0778712705764827
"Hyper.MS2","ACACA",0.015618404390038,0.00593198280433474,0.0177433304516212
"Hyper.MS2","ACACB",0.0164626424651752,0.000335825512153017,0.00240618564465046
"Hyper.MS2","ACAD10",0.00802026171380329,0.0303523623909116,0.0572120936781062
"Hyper.MS2","ACAN",0.0249050232165471,5.23322814674716e-05,0.000742373226346045
"Hyper.MS2","ACAP1",0.0071760236386661,0.000941339637529186,0.00490268246211198
"Hyper.MS2","ACAP3",0.00422119037568594,0.0012366635155667,0.00590850346326314
"Hyper.MS2","ACE",0.00844238075137189,0.00720823140645363,0.0205258393871771
"Hyper.MS2","ACIN1",0.00970873786407767,0.0164666380785595,0.0368629455518277
"Hyper.MS2","ACOT11",0.00422119037568594,0.00431596067549763,0.0140939286872168
"Hyper.MS2","ACOT12",0.00506542845082313,0.0446608309905316,0.0763452359008367
"Hyper.MS2","ACOX3",0.00506542845082313,0.00255522416402136,0.00977438023720401
"Hyper.MS2","ACOXL",0.00506542845082313,0.00712973431081891,0.0203565988099005
"Hyper.MS2","ACPT",0.00548754748839173,0.0382479092473486,0.0682032715134324
"Hyper.MS2","ACSL5",0.00464330941325454,0.000976875690322284,0.00502955928057263
"Hyper.MS2","ACSS3",0.0109750949767835,0.00387119739158809,0.0130634196135347
"Hyper.MS2","ACTA1",0.00590966652596032,0.00013586689806928,0.00133480267080048
"Hyper.MS2","ACTBL2",0.00548754748839173,0.00680862342904784,0.019667651176695
"Hyper.MS2","ACTG2",0.00548754748839173,0.000851570449469361,0.00458488392415983
"Hyper.MS2","ACTL6B",0.00422119037568594,0.010228307303638,0.0264032090630171
"Hyper.MS2","ACTL7B",0.00422119037568594,0.000496237827445045,0.00316357787108498
"Hyper.MS2","ACTL8",0.00506542845082313,0.0329187019745564,0.0608160679212753
"Hyper.MS2","ACTL9",0.00633178556352891,0.000645638719980872,0.00378463611977809
"Hyper.MS2","ACTN2",0.0109750949767835,0.012359252276901,0.0302120295070983
"Hyper.MS2","ACTN4",0.00928661882650908,0.0114548717142499,0.0286685012004685
"Hyper.MS2","ACTR1B",0.00422119037568594,0.00766540751996323,0.0213996801657536
"Hyper.MS2","ACTR3B",0.00548754748839173,0.00095539179557326,0.00495242332867142
"Hyper.MS2","ACVR1C",0.00548754748839173,0.00343320153192308,0.0120627591591768
"Hyper.MS2","ACVR2B",0.00548754748839173,0.00881744710096878,0.0236571958023061
"Hyper.MS2","ACVRL1",0.00506542845082313,0.0190246295649582,0.0406167282981297
"Hyper.MS2","ADAM10",0.0071760236386661,0.00990693898230001,0.0258023406746326
"Hyper.MS2","ADAM11",0.0118193330519206,0.0536300446104593,0.0879016873418299
"Hyper.MS2","ADAM19",0.0126635711270578,2.32318382043071e-05,0.000435223354897647
"Hyper.MS2","ADAM2",0.0130856901646264,0.000587150227331299,0.00354559048681586
"Hyper.MS2","ADAM21",0.00633178556352891,0.00169944779227808,0.00730975856226037
"Hyper.MS2","ADAM22",0.00422119037568594,0.0283421480967305,0.054351434557244
"Hyper.MS2","ADAM23",0.00802026171380329,0.0287661383944357,0.0549179525307358
"Hyper.MS2","ADAM29",0.0139299282397636,0.00200051735131212,0.00816909794127263
"Hyper.MS2","ADAM33",0.0071760236386661,0.0128477561032333,0.0310677464382379
"Hyper.MS2","ADAM7",0.0071760236386661,0.0215654868151095,0.0445709916207764
"Hyper.MS2","ADAM8",0.0075981426762347,0.000239750222762374,0.00193460916528782
"Hyper.MS2","ADAMTS1",0.00970873786407767,0.0171680552716462,0.0377992199743769
"Hyper.MS2","ADAMTS10",0.00844238075137189,0.0321983583912673,0.0598042104271771
"Hyper.MS2","ADAMTS12",0.0261713803292528,0.00011057407236214,0.00118074680270706
"Hyper.MS2","ADAMTS13",0.0122414520894892,0.000263600405739693,0.00207225496880271
"Hyper.MS2","ADAMTS14",0.0130856901646264,0.000571307780880268,0.00347613385764471
"Hyper.MS2","ADAMTS15",0.00844238075137189,0.00562893578952975,0.0171328226144975
"Hyper.MS2","ADAMTS16",0.0185732376530182,0.000144848453663367,0.00137896588799583
"Hyper.MS2","ADAMTS17",0.00970873786407767,3.21532042673595e-05,0.000539281622358566
"Hyper.MS2","ADAMTS18",0.0122414520894892,9.07127390381131e-05,0.00104157082261145
"Hyper.MS2","ADAMTS19",0.0181511186154496,0.0180381317399382,0.0392309967191863
"Hyper.MS2","ADAMTS2",0.0211059518784297,0.000204938394640477,0.00173224313253501
"Hyper.MS2","ADAMTS20",0.0253271422541157,0.00027177794016377,0.00211279316024294
"Hyper.MS2","ADAMTS4",0.0075981426762347,2.38422718661456e-07,1.54300440248884e-05
"Hyper.MS2","ADAMTS5",0.0151962853524694,2.35297381413283e-06,8.42206884198271e-05
"Hyper.MS2","ADAMTS6",0.00590966652596032,0.0416686357311781,0.0726784226842051
"Hyper.MS2","ADAMTS7",0.013507809202195,0.0167488444523804,0.0372992166862709
"Hyper.MS2","ADAMTS9",0.0185732376530182,1.54001294462334e-05,0.000321396186846962
"Hyper.MS2","ADAMTSL1",0.0215280709159983,1.08635888153807e-05,0.000247697557082365
"Hyper.MS2","ADAMTSL3",0.0211059518784297,3.51469767841248e-05,0.000581429152394785
"Hyper.MS2","ADAMTSL4",0.00844238075137189,0.0401389851161025,0.0706318257728285
"Hyper.MS2","ADAMTSL5",0.00422119037568594,0.0117179360917932,0.0291560452582987
"Hyper.MS2","ADARB2",0.0105529759392149,0.0245230381981602,0.0488250794703582
"Hyper.MS2","ADCK5",0.00464330941325454,1.29200594590717e-05,0.000282521573222772
"Hyper.MS2","ADCY1",0.0160405234276066,5.03537823233231e-06,0.000147252461666862
"Hyper.MS2","ADCY2",0.0253271422541157,2.13449124600895e-06,7.81467737895962e-05
"Hyper.MS2","ADCY5",0.0164626424651752,6.80789774433982e-06,0.000179138858273938
"Hyper.MS2","ADCY6",0.0075981426762347,0.0345461874997902,0.0631310391646194
"Hyper.MS2","ADCY7",0.00590966652596032,0.00142983286195192,0.00654214294908602
"Hyper.MS2","ADCY8",0.0232165470662727,1.54239427125224e-06,5.98916369449279e-05
"Hyper.MS2","ADCY9",0.0130856901646264,0.00585913345638972,0.017659132679825
"Hyper.MS2","ADCYAP1R1",0.00633178556352891,0.0204252680093081,0.0428222160129702
"Hyper.MS2","ADD3",0.0075981426762347,0.00196034902826293,0.00804094508583906
"Hyper.MS2","ADIPOR2",0.00464330941325454,0.00140884355815356,0.00647523789585847
"Hyper.MS2","ADORA1",0.00590966652596032,0.0570167728487509,0.0920631208775068
"Hyper.MS2","ADRA1A",0.00548754748839173,0.0517350545296413,0.0856535936503655
"Hyper.MS2","ADRA1D",0.0075981426762347,0.000652737865864476,0.00380190136963063
"Hyper.MS2","ADRA2B",0.00633178556352891,0.000535336055431155,0.00334298061125479
"Hyper.MS2","AEBP1",0.0122414520894892,0.00188644752677782,0.00787905430512744
"Hyper.MS2","AFAP1",0.00675390460109751,0.0214722827348569,0.0443926800523485
"Hyper.MS2","AFAP1L1",0.00844238075137189,0.013342322052591,0.0317847495383081
"Hyper.MS2","AFF1",0.00844238075137189,0.0193228744648607,0.0411437875361789
"Hyper.MS2","AFF3",0.013507809202195,3.68112303281707e-06,0.000120526118462982
"Hyper.MS2","AFF4",0.00675390460109751,0.000548514387081706,0.00338241739945379
"Hyper.MS2","AFP",0.00506542845082313,0.0291919919531394,0.0554829701702059
"Hyper.MS2","AGAP1",0.00633178556352891,0.000316051597522228,0.00234912132868319
"Hyper.MS2","AGAP2",0.00886449978894048,0.00673746987237647,0.019538190871017
"Hyper.MS2","AGBL1",0.0130856901646264,0.00144325018785105,0.00656160729915814
"Hyper.MS2","AGBL3",0.00633178556352891,7.40098993663988e-06,0.000189252475972808
"Hyper.MS2","AGBL5",0.00590966652596032,0.000569717899793901,0.00347305669265416
"Hyper.MS2","AGL",0.00928661882650908,0.0300816022562501,0.0568473226486013
"Hyper.MS2","AGPAT4",0.00422119037568594,0.00106971407518867,0.00533773993748738
"Hyper.MS2","AGRN",0.0118193330519206,0.00099987430909229,0.00510453760825044
"Hyper.MS2","AGTPBP1",0.00802026171380329,0.00807225972508317,0.0222351539374926
"Hyper.MS2","AGTR1",0.00844238075137189,0.000153684151681991,0.00143735292647641
"Hyper.MS2","AHCTF1",0.0168847615027438,0.0170332847928301,0.0375929230684334
"Hyper.MS2","AHDC1",0.0105529759392149,0.000614997413523706,0.00366703643283541
"Hyper.MS2","AHI1",0.00633178556352891,0.0184011107907104,0.0397227011789579
"Hyper.MS2","AHNAK",0.0350358801181933,8.24338225320513e-06,0.000202357663204158
"Hyper.MS2","AHNAK2",0.046855213170114,3.69146599008009e-10,9.65612164947534e-08
"Hyper.MS2","AHRR",0.00548754748839173,0.0262684487843844,0.0514056051806814
"Hyper.MS2","AIM2",0.00464330941325454,0.0226323026388291,0.0460041760808941
"Hyper.MS2","AJAP1",0.00886449978894048,0.00968668468125184,0.025373094338831
"Hyper.MS2","AK5",0.0071760236386661,0.00688114047030985,0.0198502777997637
"Hyper.MS2","AKAP10",0.00422119037568594,0.0303736281158559,0.0572195928663008
"Hyper.MS2","AKAP11",0.00886449978894048,0.0141847721928018,0.0330991798681826
"Hyper.MS2","AKAP12",0.0139299282397636,3.69032374522042e-05,0.000600895939017027
"Hyper.MS2","AKAP13",0.0143520472773322,5.41368691817115e-05,0.000758982321328721
"Hyper.MS2","AKAP3",0.0075981426762347,0.00942687771865034,0.0249061314417883
"Hyper.MS2","AKAP6",0.0194174757281553,0.000147717643456137,0.00139197361061088
"Hyper.MS2","AKAP8",0.00548754748839173,0.0212714520012612,0.0440912950411131
"Hyper.MS2","AKAP9",0.0189953566905867,0.000673085774423297,0.0038781120114479
"Hyper.MS2","AKNAD1",0.0075981426762347,0.00396169083805767,0.0132615220477719
"Hyper.MS2","AKT1",0.0151962853524694,0.0015651347146228,0.00692629418099205
"Hyper.MS2","AKT3",0.00548754748839173,0.00146068444078665,0.00660449724978591
"Hyper.MS2","ALDH1A1",0.00548754748839173,0.0149980088784729,0.0344169924370975
"Hyper.MS2","ALDH1A3",0.00422119037568594,0.0542623527544688,0.088756419223355
"Hyper.MS2","ALDH1L2",0.00548754748839173,0.0460942454248945,0.0781905825886415
"Hyper.MS2","ALDH8A1",0.0071760236386661,0.0114425489903135,0.0286600513608048
"Hyper.MS2","ALG5",0.00422119037568594,0.0227407048824837,0.0461659366863349
"Hyper.MS2","ALK",0.0164626424651752,0.00230904986287164,0.00903179638059745
"Hyper.MS2","ALMS1",0.0240607851414099,1.4896251243427e-07,1.04596141895306e-05
"Hyper.MS2","ALOX15B",0.00675390460109751,0.0556487380930041,0.0902636620156651
"Hyper.MS2","ALOXE3",0.00548754748839173,0.00563546062050247,0.017144537604729
"Hyper.MS2","ALPK2",0.0168847615027438,0.00113443848048302,0.00556961482333694
"Hyper.MS2","ALPL",0.00422119037568594,0.0416184168755565,0.0726168836932708
"Hyper.MS2","ALPP",0.0075981426762347,0.000123188596070975,0.00127413980135693
"Hyper.MS2","ALS2",0.00802026171380329,0.000167325024274855,0.00153234697547146
"Hyper.MS2","ALS2CL",0.00928661882650908,6.22653568338996e-05,0.000825516305120222
"Hyper.MS2","ALX4",0.00633178556352891,0.010409188646237,0.0267087191255269
"Hyper.MS2","AMBRA1",0.00844238075137189,0.000542753768353126,0.00335728680389129
"Hyper.MS2","AMIGO3",0.00422119037568594,3.93160074140523e-05,0.000618793420189342
"Hyper.MS2","AMOTL1",0.00886449978894048,0.00350117354414702,0.012191314618125
"Hyper.MS2","AMPD1",0.011397214014352,0.00343601302723547,0.0120627591591768
"Hyper.MS2","AMPD3",0.00506542845082313,0.00115378557085794,0.00565160867927127
"Hyper.MS2","AMPH",0.0143520472773322,5.7322363375392e-06,0.000158988910019973
"Hyper.MS2","AMY2A",0.00590966652596032,0.0117483269323192,0.0291784142892797
"Hyper.MS2","AMY2B",0.00506542845082313,0.00279108185320921,0.0104210148213936
"Hyper.MS2","ANGEL1",0.00464330941325454,0.0594247961236381,0.0948992180860936
"Hyper.MS2","ANGPT4",0.00548754748839173,0.000324048207535293,0.00237006491515825
"Hyper.MS2","ANGPTL1",0.00506542845082313,0.00346198364556819,0.0121166986646886
"Hyper.MS2","ANGPTL7",0.00422119037568594,0.0394855894542457,0.0698079943800641
"Hyper.MS2","ANK1",0.0194174757281553,0.000900484963071009,0.00474457825525983
"Hyper.MS2","ANK2",0.0417897847192908,7.94751550880789e-08,6.44553567910534e-06
"Hyper.MS2","ANK3",0.0253271422541157,6.82145268987436e-06,0.000179138858273938
"Hyper.MS2","ANKAR",0.0075981426762347,0.0135798851571735,0.0321175061653785
"Hyper.MS2","ANKDD1A",0.00506542845082313,0.000738477355011921,0.0041540161664279
"Hyper.MS2","ANKFN1",0.00633178556352891,0.0419458233762132,0.0730186408637847
"Hyper.MS2","ANKFY1",0.00464330941325454,0.0101998587648034,0.0263616357830154
"Hyper.MS2","ANKHD1",0.0139299282397636,0.0300872906354623,0.0568473226486013
"Hyper.MS2","ANKIB1",0.0075981426762347,0.00437578764404278,0.0142385329788634
"Hyper.MS2","ANKLE1",0.00464330941325454,0.00971621805226418,0.0254192768725425
"Hyper.MS2","ANKLE2",0.00802026171380329,0.0036808966105167,0.0126453107686759
"Hyper.MS2","ANKMY1",0.00970873786407767,0.0356445250649657,0.0646220917066313
"Hyper.MS2","ANKRD11",0.0185732376530182,3.77610384061993e-05,0.000604837432671298
"Hyper.MS2","ANKRD17",0.015618404390038,0.00462661947099768,0.014784414439243
"Hyper.MS2","ANKRD24",0.00675390460109751,0.0407761635009446,0.0715369330642257
"Hyper.MS2","ANKRD26",0.013507809202195,9.85777030722418e-05,0.00109278302769512
"Hyper.MS2","ANKRD27",0.00675390460109751,0.0335855802468526,0.0617986251124597
"Hyper.MS2","ANKRD28",0.00675390460109751,0.00485807444801505,0.0153177573761971
"Hyper.MS2","ANKRD30A",0.0215280709159983,6.17587084943629e-07,3.21697597823889e-05
"Hyper.MS2","ANKRD30B",0.0164626424651752,1.97928102464542e-05,0.000383978821368129
"Hyper.MS2","ANKRD35",0.00844238075137189,0.010630924268911,0.0271039919581826
"Hyper.MS2","ANKRD36",0.011397214014352,0.0588580194925756,0.0941581350534162
"Hyper.MS2","ANKRD44",0.00675390460109751,0.0217021134647982,0.0447536353645094
"Hyper.MS2","ANKRD50",0.0109750949767835,0.0132092675401864,0.0315672424953279
"Hyper.MS2","ANKRD52",0.00633178556352891,0.000124965095956948,0.00128515468667121
"Hyper.MS2","ANKRD53",0.00422119037568594,0.0329449666747492,0.0608470456861108
"Hyper.MS2","ANKRD6",0.00422119037568594,0.00482603612757993,0.0152618032919075
"Hyper.MS2","ANKS1A",0.0071760236386661,0.0461482641769173,0.0782200869263252
"Hyper.MS2","ANLN",0.00675390460109751,0.0526256038936971,0.0867212562106269
"Hyper.MS2","ANO2",0.0101308569016463,0.00131908628266281,0.00620477048578081
"Hyper.MS2","ANO3",0.0126635711270578,0.000128771663107941,0.00130600411208525
"Hyper.MS2","ANO4",0.0164626424651752,5.53342560233354e-05,0.000769038130892646
"Hyper.MS2","ANO5",0.0118193330519206,0.000743999746216171,0.00417043427297201
"Hyper.MS2","ANO6",0.00844238075137189,0.0166776043370797,0.0371922767099443
"Hyper.MS2","ANO7",0.00844238075137189,0.0455230436715054,0.0774266367940894
"Hyper.MS2","ANTXR1",0.00548754748839173,0.00996119892379113,0.0259225838768196
"Hyper.MS2","ANXA10",0.00506542845082313,0.0108826356402126,0.0276138798205314
"Hyper.MS2","ANXA11",0.00464330941325454,0.00355772328464592,0.0123412740036418
"Hyper.MS2","AOAH",0.00633178556352891,0.0550398998154602,0.089593658058347
"Hyper.MS2","AOC2",0.00506542845082313,0.0257217540805301,0.0506918727757478
"Hyper.MS2","AOX1",0.0118193330519206,0.0534236803834666,0.0876755943178459
"Hyper.MS2","AP1B1",0.00422119037568594,0.0161650516228079,0.0363274239731076
"Hyper.MS2","AP1G1",0.00844238075137189,0.0548146531254083,0.089385971640237
"Hyper.MS2","AP2A1",0.00590966652596032,0.0103037517815752,0.0265338173892894
"Hyper.MS2","AP3B2",0.00970873786407767,0.000132253595758377,0.00132398248128738
"Hyper.MS2","AP4B1",0.00675390460109751,0.00673687147304152,0.019538190871017
"Hyper.MS2","APBA1",0.0109750949767835,0.000786820875748522,0.00431216597501799
"Hyper.MS2","APBA2",0.0126635711270578,0.010850666540434,0.0275764460628959
"Hyper.MS2","APBB1IP",0.00548754748839173,0.00827590170502187,0.0226403510777434
"Hyper.MS2","APC",0.0189953566905867,0.000510823499610998,0.00322765893689119
"Hyper.MS2","APC2",0.00802026171380329,0.000424156989544766,0.00282602482727669
"Hyper.MS2","APCDD1",0.00464330941325454,0.00507456975830224,0.0158316984306019
"Hyper.MS2","API5",0.00422119037568594,0.00506087517642871,0.0158093745760013
"Hyper.MS2","APLF",0.00464330941325454,0.0334438150665009,0.0615731388307676
"Hyper.MS2","APLP1",0.00886449978894048,9.80710548978251e-06,0.000230505353459224
"Hyper.MS2","APOA4",0.00506542845082313,0.00697750740119332,0.0200290725445545
"Hyper.MS2","APOB",0.0434782608695652,8.16096913300208e-06,0.000201778836132422
"Hyper.MS2","APOL6",0.00422119037568594,0.0281754986282629,0.0540966196317892
"Hyper.MS2","APP",0.00928661882650908,0.0124299317053141,0.0303486810220118
"Hyper.MS2","APPL2",0.00422119037568594,0.0124794492489727,0.0304428291908665
"Hyper.MS2","ARAP1",0.00970873786407767,0.0320698243328114,0.0596260488973657
"Hyper.MS2","ARAP2",0.011397214014352,0.018465277624374,0.039793822313947
"Hyper.MS2","ARC",0.00633178556352891,0.0470792294714969,0.0795035907284872
"Hyper.MS2","ARFGEF1",0.0118193330519206,0.00736947445192161,0.0208814671655954
"Hyper.MS2","ARFGEF2",0.0151962853524694,0.0392216677411538,0.0695910343997708
"Hyper.MS2","ARHGAP12",0.00506542845082313,0.0503401063075709,0.083839111284795
"Hyper.MS2","ARHGAP15",0.00802026171380329,0.00134429804847224,0.00627763673218777
"Hyper.MS2","ARHGAP17",0.00506542845082313,0.0392084833861465,0.0695869122036124
"Hyper.MS2","ARHGAP18",0.00422119037568594,0.0526588038325288,0.08675365290692
"Hyper.MS2","ARHGAP20",0.0118193330519206,0.00214540075386995,0.00857269620980268
"Hyper.MS2","ARHGAP21",0.0101308569016463,0.000176804111903581,0.00155602190242616
"Hyper.MS2","ARHGAP22",0.0109750949767835,0.000613830498911392,0.00366524884112329
"Hyper.MS2","ARHGAP30",0.00970873786407767,0.0229822744675361,0.0464796188489595
"Hyper.MS2","ARHGAP31",0.0164626424651752,2.93185104716815e-05,0.00051196228094369
"Hyper.MS2","ARHGAP32",0.0147741663149008,0.0543422860537815,0.0888448044653934
"Hyper.MS2","ARHGAP33",0.0118193330519206,0.00385504361854753,0.0130270382194272
"Hyper.MS2","ARHGAP39",0.00886449978894048,0.0025059082654746,0.00962551214442191
"Hyper.MS2","ARHGAP42",0.00675390460109751,0.0166570443475031,0.0371852554475444
"Hyper.MS2","ARHGAP5",0.00675390460109751,0.00228077826872749,0.00894305163264199
"Hyper.MS2","ARHGEF1",0.00886449978894048,0.000658730525605083,0.00382984253861322
"Hyper.MS2","ARHGEF10",0.00675390460109751,0.000565162709024921,0.00345185650783858
"Hyper.MS2","ARHGEF11",0.0109750949767835,0.000333186839560562,0.00239319291599162
"Hyper.MS2","ARHGEF15",0.0075981426762347,0.0216009535684466,0.0446011310064573
"Hyper.MS2","ARHGEF17",0.0143520472773322,0.00870877626621023,0.0234146578000877
"Hyper.MS2","ARHGEF18",0.00422119037568594,0.00303315167504299,0.011092124875571
"Hyper.MS2","ARHGEF19",0.00422119037568594,0.0028554096508112,0.0106055708015927
"Hyper.MS2","ARHGEF33",0.00422119037568594,2.93257619956819e-05,0.00051196228094369
"Hyper.MS2","ARHGEF4",0.011397214014352,0.00543990089831433,0.0167082670448226
"Hyper.MS2","ARHGEF7",0.00675390460109751,0.0476038577134724,0.0801150292540629
"Hyper.MS2","ARID1A",0.0168847615027438,0.02590106666305,0.0509043356166139
"Hyper.MS2","ARID1B",0.0139299282397636,0.000142873470337868,0.0013682964491102
"Hyper.MS2","ARID2",0.0126635711270578,0.0146535939736377,0.0338814783793203
"Hyper.MS2","ARID4B",0.00675390460109751,0.0358514817607199,0.0648688064504186
"Hyper.MS2","ARID5B",0.0122414520894892,0.0120024566206641,0.0296223958276559
"Hyper.MS2","ARMC4",0.0118193330519206,0.00243317289252502,0.00940817062305843
"Hyper.MS2","ARMC6",0.00464330941325454,0.0154228683620965,0.035037178589376
"Hyper.MS2","ARNT2",0.00633178556352891,0.037328854419182,0.0671625864262003
"Hyper.MS2","ARNTL2",0.00506542845082313,0.000320330002534128,0.00236113415627534
"Hyper.MS2","ARPP21",0.011397214014352,4.06455199679396e-05,0.000630116532401087
"Hyper.MS2","ARSB",0.00590966652596032,0.00189969957861934,0.00789874111240071
"Hyper.MS2","ARSG",0.00506542845082313,0.0101906381236027,0.0263484335988388
